Date,Price,Change %,VIX Level,Average VIX Level,VIX Level Squared,Recent Volatility,Average Recent Volatility,Next Realized Volatility,Average Next Realized Volatility,VIX Premium,Average VIX Premium,MR Volatility,MR Volatility Squared,Difference,Average Difference,Squared Difference,Variance Premium,EVIX,DTM,Volatility Premium,Average Volatility Premium,MR Adjustment,Average MR,VCR,Average VCR,CHECK,% Change Recent Volatility,Average % Change Recent Volatility
1990-07-26,355.90,-0.34,20.26,,410.47,12.93,,22.6,,-2.34,,13.88,192.65,6.38,,217.82,123.85,17.79,2.47,3.91,3.91,0.95,0.95,3.42,3.42,140.2,-9.67,-9.67
1990-07-27,353.40,-0.7,21.12,,446.05,12.99,,22.58,,-1.46,,13.91,193.63,7.21,,252.43,124.46,17.83,3.29,3.92,3.92,0.93,0.93,4.21,4.21,141.66,-9.6,-9.6
1990-07-30,355.60,0.62,21.16,,447.75,13.14,,22.42,,-1.26,,14.02,196.48,7.14,,251.27,126.23,17.96,3.2,3.95,3.95,0.87,0.87,4.07,4.07,143.44,-9.27,-9.27
1990-07-31,356.10,0.14,21.11,,445.63,12.26,,22.5,,-1.39,,13.45,180.86,7.66,,264.78,116.53,17.24,3.87,3.8,3.8,1.19,1.19,5.05,5.05,133.84,-10.23,-10.23
1990-08-01,355.50,-0.17,21.64,,468.29,12.19,,22.64,,-1.0,,13.4,179.68,8.24,,288.61,115.8,17.19,4.45,3.78,3.78,1.21,1.21,5.66,5.66,133.65,-10.44,-10.44
1990-08-02,351.50,-1.13,20.43,,417.38,12.59,,22.53,,-2.1,,13.66,186.57,6.77,,230.82,120.07,17.51,2.92,3.85,3.85,1.07,1.07,3.99,3.99,136.65,-9.94,-9.94
1990-08-03,344.90,-1.88,28.74,,825.99,13.55,,22.12,,6.62,,14.28,203.93,14.46,,622.06,130.85,18.3,10.44,4.02,4.02,0.73,0.73,11.17,11.17,155.58,-8.56,-8.56
1990-08-06,334.40,-3.04,35.91,,1289.53,15.55,,20.53,,15.38,,15.57,242.38,20.34,,1047.14,154.73,19.93,15.98,4.36,4.36,0.02,0.02,16.0,16.0,186.29,-4.97,-4.97
1990-08-07,334.80,0.12,32.75,,1072.56,15.45,,20.55,,12.2,,15.5,240.24,17.25,,832.33,153.4,19.84,12.91,4.34,4.34,0.05,0.05,12.96,12.96,181.81,-5.11,-5.11
1990-08-08,338.40,1.08,28.27,,799.19,15.86,,20.6,,7.67,,15.77,248.61,12.5,,550.59,158.6,20.18,8.09,4.41,4.41,-0.09,-0.09,8.0,8.0,182.46,-4.74,-4.74
1990-08-09,339.90,0.44,24.39,,594.87,15.68,,20.5,,3.89,,15.65,245.04,8.74,,349.83,156.39,20.04,4.35,4.38,4.38,-0.03,-0.03,4.32,4.32,176.39,-4.82,-4.82
1990-08-10,335.50,-1.29,25.75,,663.06,15.82,,21.01,,4.74,,15.74,247.73,10.01,,415.34,158.05,20.14,5.61,4.4,4.4,-0.08,-0.08,5.53,5.53,179.4,-5.2,-5.2
1990-08-13,338.80,0.98,25.74,,662.55,16.17,,21.15,,4.59,,15.96,254.85,9.78,,407.69,162.48,20.43,5.31,4.46,4.46,-0.2,-0.2,5.11,5.11,183.75,-4.98,-4.98
1990-08-14,339.40,0.18,24.18,,584.67,16.1,,21.2,,2.98,,15.92,253.57,8.26,,331.1,161.68,20.38,3.8,4.45,4.45,-0.18,-0.18,3.62,3.62,181.41,-5.1,-5.1
1990-08-15,340.10,0.21,23.31,,543.36,16.11,,21.32,,1.99,,15.93,253.66,7.38,,289.7,161.74,20.38,2.93,4.45,4.45,-0.18,-0.18,2.75,2.75,180.59,-5.21,-5.21
1990-08-16,332.40,-2.26,27.16,,737.67,16.93,,21.4,,5.76,,16.46,270.87,10.7,,466.79,172.43,21.05,6.11,4.6,4.6,-0.47,-0.47,5.63,5.63,194.99,-4.46,-4.46
1990-08-17,327.80,-1.38,27.53,,757.9,16.99,,22.96,,4.57,,16.5,272.16,11.03,,485.75,173.22,21.1,6.43,4.61,4.61,-0.5,-0.5,5.93,5.93,196.14,-5.97,-5.97
1990-08-20,328.50,0.21,26.46,,700.13,16.96,,22.95,,3.51,,16.48,271.55,9.98,,428.58,172.85,21.08,5.38,4.6,4.6,-0.49,-0.49,4.89,4.89,194.71,-5.99,-5.99
1990-08-21,321.90,-2.01,28.9,,835.21,17.62,,22.49,,6.41,,16.9,285.67,12.0,,549.54,181.61,21.62,7.28,4.71,4.71,-0.72,-0.72,6.56,6.56,205.8,-4.87,-4.87
1990-08-22,316.60,-1.65,30.55,,933.3,17.3,,22.05,,8.5,,16.69,278.7,13.86,,654.61,177.28,21.35,9.2,4.66,4.66,-0.6,-0.6,8.59,8.59,203.17,-4.75,-4.75
1990-08-23,307.10,-3.0,36.47,,1330.06,18.15,,20.22,,16.25,,17.24,297.36,19.23,,1032.7,188.87,22.05,14.42,4.81,4.81,-0.91,-0.91,13.51,13.51,220.53,-2.07,-2.07
1990-08-24,311.50,1.43,33.93,,1151.24,18.81,,19.88,,14.05,,17.67,312.1,16.26,,839.15,198.02,22.59,11.34,4.92,4.92,-1.14,-1.14,10.2,10.2,227.03,-1.07,-1.07
1990-08-27,321.40,3.18,29.63,,877.94,21.53,,19.04,,10.59,,19.42,377.14,10.21,,500.79,238.41,24.81,4.82,5.39,5.39,-2.11,-2.11,2.71,2.71,262.65,2.48,2.48
1990-08-28,321.30,-0.03,29.12,,847.97,21.56,,19.45,,9.67,,19.44,377.99,9.68,,469.99,238.94,24.84,4.28,5.4,5.4,-2.12,-2.12,2.16,2.16,262.66,2.11,2.11
1990-08-29,324.20,0.9,27.38,,749.66,21.86,,19.57,,7.81,,19.63,385.39,7.75,,364.28,243.53,25.08,2.3,5.45,5.45,-2.22,-2.22,0.08,0.08,265.46,2.29,2.29
1990-08-30,318.70,-1.7,29.89,,893.41,22.08,,19.79,,10.1,,19.78,391.19,10.11,,502.22,247.14,25.27,4.62,5.49,5.49,-2.31,-2.31,2.32,2.32,271.54,2.29,2.29
1990-08-31,322.60,1.22,29.9,,894.01,22.53,,19.7,,10.2,,20.07,402.62,9.83,,491.39,254.23,25.63,4.27,5.56,5.56,-2.46,-2.46,1.81,1.81,278.57,2.83,2.83
1990-09-04,323.10,0.15,29.58,,874.98,22.19,,19.98,,9.6,,19.85,393.99,9.73,,480.98,248.88,25.35,4.23,5.51,5.51,-2.34,-2.34,1.88,1.88,272.95,2.21,2.21
1990-09-05,324.40,0.4,28.52,,813.39,22.25,,19.9,,8.62,,19.89,395.48,8.63,,417.91,249.8,25.4,3.12,5.52,5.52,-2.37,-2.37,0.75,0.75,272.81,2.35,2.35
1990-09-06,320.50,-1.2,30.19,,911.44,22.31,,21.04,,9.15,,19.92,396.91,10.27,,514.53,250.68,25.45,4.74,5.53,5.53,-2.38,-2.38,2.36,2.36,275.35,1.27,1.27
1990-09-07,323.40,0.9,28.73,,825.41,22.6,,21.94,,6.79,,20.11,404.46,8.62,,420.95,255.37,25.69,3.04,5.58,5.58,-2.49,-2.49,0.55,0.55,278.53,0.66,0.66
1990-09-10,321.60,-0.56,29.34,,860.84,22.58,,22.03,,7.31,,20.1,404.01,9.24,,456.83,255.09,25.67,3.67,5.57,5.57,-2.48,-2.48,1.18,1.18,278.86,0.56,0.56
1990-09-11,321.00,-0.19,28.38,,805.42,22.42,,22.12,,6.26,,19.99,399.7,8.39,,405.73,252.42,25.54,2.84,5.54,5.54,-2.42,-2.42,0.42,0.42,275.25,0.3,0.3
1990-09-12,322.50,0.47,28.12,,790.73,22.5,,22.06,,6.06,,20.04,401.78,8.08,,388.96,253.71,25.6,2.52,5.56,5.56,-2.45,-2.45,0.07,0.07,276.27,0.44,0.44
1990-09-13,318.60,-1.21,29.33,,860.25,22.64,,21.9,,7.43,,20.14,405.43,9.19,,454.82,255.98,25.72,3.61,5.58,5.58,-2.5,-2.5,1.11,1.11,279.72,0.73,0.73
1990-09-14,316.80,-0.56,30.56,,933.91,22.53,,22.41,,8.15,,20.06,402.59,10.5,,531.32,254.21,25.63,4.93,5.56,5.56,-2.46,-2.46,2.47,2.47,279.21,0.12,0.12
1990-09-17,317.80,0.32,29.55,,873.2,22.12,,22.49,,7.06,,19.8,392.02,9.75,,481.18,247.65,25.29,4.26,5.49,5.49,-2.32,-2.32,1.94,1.94,271.71,-0.37,-0.37
1990-09-18,318.60,0.25,28.82,,830.59,20.53,,22.6,,6.22,,18.77,352.46,10.05,,478.14,223.08,23.99,4.83,5.22,5.22,-1.75,-1.75,3.08,3.08,246.69,-2.08,-2.08
1990-09-19,316.60,-0.63,27.88,,777.29,20.55,,22.56,,5.32,,18.79,353.14,9.09,,424.15,223.51,24.01,3.87,5.22,5.22,-1.76,-1.76,2.11,2.11,246.17,-2.01,-2.01
1990-09-20,311.50,-1.61,28.66,,821.4,20.6,,22.33,,6.33,,18.82,354.29,9.84,,467.1,224.23,24.05,4.61,5.23,5.23,-1.78,-1.78,2.83,2.83,247.66,-1.73,-1.73
1990-09-21,311.30,-0.06,30.04,,902.4,20.5,,22.83,,7.21,,18.76,351.91,11.28,,550.5,222.74,23.97,6.07,5.21,5.21,-1.74,-1.74,4.32,4.32,247.57,-2.33,-2.33
1990-09-24,304.60,-2.15,30.56,,933.91,21.01,,22.0,,8.56,,19.09,364.39,11.47,,569.53,230.49,24.39,6.17,5.3,5.3,-1.93,-1.93,4.24,4.24,255.75,-0.99,-0.99
1990-09-25,308.30,1.21,28.81,,830.02,21.15,,21.96,,6.85,,19.17,367.67,9.64,,462.35,232.53,24.5,4.31,5.32,5.32,-1.97,-1.97,2.34,2.34,256.02,-0.81,-0.81
1990-09-26,305.10,-1.04,28.19,,794.68,21.2,,22.39,,5.8,,19.21,368.96,8.98,,425.72,233.33,24.54,3.65,5.33,5.33,-1.99,-1.99,1.66,1.66,256.19,-1.19,-1.19
1990-09-27,301.00,-1.34,28.67,,821.97,21.32,,22.06,,6.61,,19.29,371.99,9.38,,449.98,235.21,24.64,4.03,5.35,5.35,-2.03,-2.03,1.99,1.99,258.53,-0.74,-0.74
1990-09-28,306.10,1.69,29.11,,847.39,21.4,,22.26,,6.85,,19.34,373.88,9.77,,473.52,236.38,24.7,4.41,5.37,5.37,-2.06,-2.06,2.35,2.35,260.13,-0.86,-0.86
1990-10-01,314.90,2.87,28.06,,787.36,22.96,,21.33,,6.73,,20.35,413.93,7.71,,373.44,261.25,25.98,2.08,5.64,5.64,-2.62,-2.62,-0.54,-0.54,283.67,1.64,1.64
1990-10-02,315.20,0.1,27.28,,744.2,22.95,,21.4,,5.88,,20.34,413.62,6.94,,330.58,261.06,25.97,1.31,5.64,5.64,-2.61,-2.61,-1.31,-1.31,282.71,1.55,1.55
1990-10-03,311.40,-1.21,27.9,,778.41,22.49,,21.19,,6.71,,20.04,401.71,7.86,,376.7,253.67,25.6,2.3,5.56,5.56,-2.45,-2.45,-0.15,-0.15,276.01,1.3,1.3
1990-10-04,312.70,0.42,27.51,,756.8,22.05,,21.43,,6.08,,19.76,390.37,7.75,,366.43,246.62,25.24,2.27,5.48,5.48,-2.29,-2.29,-0.02,-0.02,268.65,0.62,0.62
1990-10-05,311.50,-0.38,27.85,,775.62,20.22,,21.39,,6.46,,18.58,345.09,9.27,,430.53,218.51,23.74,4.11,5.16,5.16,-1.64,-1.64,2.47,2.47,241.2,-1.17,-1.17
1990-10-08,313.50,0.64,28.04,,786.24,19.88,,21.4,,6.64,,18.36,337.0,9.68,,449.25,213.48,23.46,4.58,5.1,5.1,-1.52,-1.52,3.06,3.06,236.42,-1.53,-1.53
1990-10-09,305.10,-2.68,30.71,,943.1,19.04,,20.17,,10.54,,17.82,317.51,12.89,,625.59,201.39,22.78,7.93,4.96,4.96,-1.22,-1.22,6.71,6.71,227.14,-1.13,-1.13
1990-10-10,300.40,-1.54,31.19,,972.82,19.45,,19.55,,11.64,,18.08,326.87,13.11,,645.95,207.19,23.11,8.08,5.03,5.03,-1.37,-1.37,6.71,6.71,233.35,-0.1,-0.1
1990-10-11,295.50,-1.63,33.98,,1154.64,19.57,,18.85,,15.13,,18.16,329.64,15.82,,825.0,208.92,23.21,10.77,5.05,5.05,-1.41,-1.41,9.36,9.36,237.85,0.72,0.72
1990-10-12,300.00,1.52,31.94,,1020.16,19.79,,18.46,,13.48,,18.3,334.92,13.64,,685.24,212.2,23.39,8.55,5.09,5.09,-1.49,-1.49,7.06,7.06,239.05,1.34,1.34
1990-10-15,303.20,1.07,31.64,,1001.09,19.7,,18.29,,13.35,,18.24,332.84,13.4,,668.25,210.9,23.32,8.32,5.07,5.07,-1.46,-1.46,6.86,6.86,237.47,1.41,1.41
1990-10-16,298.90,-1.42,31.45,,989.1,19.98,,17.68,,13.77,,18.43,339.49,13.02,,649.61,215.03,23.55,7.9,5.12,5.12,-1.56,-1.56,6.34,6.34,241.36,2.3,2.3
1990-10-17,298.80,-0.03,31.37,,984.08,19.9,,17.78,,13.59,,18.37,337.52,13.0,,646.56,213.81,23.48,7.89,5.11,5.11,-1.53,-1.53,6.36,6.36,240.07,2.12,2.12
1990-10-18,305.70,2.31,29.6,,876.16,21.04,,17.33,,12.27,,19.1,364.96,10.5,,511.2,230.85,24.41,5.19,5.31,5.31,-1.93,-1.93,3.26,3.26,255.14,3.7,3.7
1990-10-19,312.50,2.22,27.86,,776.18,21.94,,16.28,,11.58,,19.68,387.47,8.18,,388.71,244.83,25.15,2.71,5.46,5.46,-2.25,-2.25,0.46,0.46,267.23,5.66,5.66
1990-10-22,314.80,0.74,27.27,,743.65,22.03,,16.27,,11.0,,19.74,389.74,7.53,,353.92,246.23,25.22,2.05,5.48,5.48,-2.29,-2.29,-0.23,-0.23,268.03,5.76,5.76
1990-10-23,312.40,-0.76,27.57,,760.1,22.12,,16.27,,11.3,,19.8,392.05,7.77,,368.06,247.67,25.29,2.28,5.49,5.49,-2.32,-2.32,-0.04,-0.04,269.74,5.85,5.85
1990-10-24,312.60,0.06,28.28,,799.76,22.06,,16.31,,11.97,,19.76,390.6,8.52,,409.16,246.77,25.25,3.03,5.48,5.48,-2.3,-2.3,0.74,0.74,269.56,5.75,5.75
1990-10-25,310.20,-0.77,29.04,,843.32,21.9,,16.16,,12.88,,19.66,386.61,9.38,,456.72,244.29,25.12,3.92,5.46,5.46,-2.24,-2.24,1.68,1.68,267.87,5.74,5.74
1990-10-26,304.70,-1.77,30.75,,945.56,22.41,,15.06,,15.69,,19.99,399.52,10.76,,546.04,252.31,25.53,5.22,5.54,5.54,-2.42,-2.42,2.8,2.8,277.52,7.35,7.35
1990-10-29,301.90,-0.92,31.54,,994.77,22.49,,14.95,,16.59,,20.04,401.5,11.5,,593.27,253.54,25.59,5.95,5.56,5.56,-2.45,-2.45,3.5,3.5,279.52,7.53,7.53
1990-10-30,304.10,0.73,30.52,,931.47,22.6,,15.12,,15.4,,20.11,404.58,10.41,,526.89,255.45,25.69,4.83,5.58,5.58,-2.49,-2.49,2.34,2.34,280.39,7.48,7.48
1990-10-31,304.00,-0.03,30.04,,902.4,22.56,,15.18,,14.86,,20.09,403.41,9.95,,498.99,254.72,25.65,4.39,5.57,5.57,-2.47,-2.47,1.91,1.91,279.2,7.38,7.38
1990-11-01,307.00,0.99,30.25,,915.06,22.33,,15.31,,14.94,,19.94,397.49,10.31,,517.57,251.05,25.47,4.78,5.53,5.53,-2.39,-2.39,2.39,2.39,275.77,7.02,7.02
1990-11-02,311.90,1.6,30.03,,901.8,22.83,,14.78,,15.25,,20.26,410.42,9.77,,491.38,259.08,25.87,4.16,5.62,5.62,-2.57,-2.57,1.59,1.59,283.49,8.05,8.05
1990-11-05,314.60,0.87,29.85,,891.02,22.0,,14.99,,14.86,,19.73,389.09,10.12,,501.93,245.83,25.2,4.65,5.47,5.47,-2.28,-2.28,2.38,2.38,270.21,7.02,7.02
1990-11-06,311.60,-0.95,29.11,,847.39,21.96,,14.62,,14.49,,19.7,388.03,9.41,,459.36,245.17,25.16,3.95,5.47,5.47,-2.26,-2.26,1.69,1.69,268.82,7.34,7.34
1990-11-07,306.00,-1.8,30.87,,952.96,22.39,,13.36,,17.51,,19.98,399.09,10.89,,553.86,252.04,25.52,5.35,5.54,5.54,-2.42,-2.42,2.94,2.94,277.37,9.03,9.03
1990-11-08,307.60,0.52,30.79,,948.02,22.06,,13.36,,17.43,,19.76,390.51,11.03,,557.52,246.71,25.24,5.55,5.48,5.48,-2.3,-2.3,3.25,3.25,272.02,8.7,8.7
1990-11-09,313.70,1.98,26.96,,726.84,22.26,,12.52,,14.44,,19.89,395.59,7.07,,331.25,249.87,25.41,1.55,5.52,5.52,-2.37,-2.37,-0.81,-0.81,271.31,9.74,9.74
1990-11-12,319.50,1.85,25.6,,655.36,21.33,,11.47,,14.13,,19.29,372.12,6.31,,283.24,235.29,24.65,0.95,5.36,5.36,-2.04,-2.04,-1.08,-1.08,255.54,9.85,9.85
1990-11-13,317.70,-0.56,24.58,,604.18,21.4,,11.61,,12.97,,19.34,373.96,5.24,,230.21,236.44,24.71,-0.13,5.37,5.37,-2.06,-2.06,-2.19,-2.19,255.65,9.79,9.79
1990-11-14,320.40,0.85,22.89,,523.95,21.19,,11.4,,11.49,,19.2,368.74,3.69,,155.21,233.2,24.53,-1.64,5.33,5.33,-1.99,-1.99,-3.63,-3.63,250.76,9.79,9.79
1990-11-15,317.00,-1.06,22.57,,509.4,21.43,,10.91,,11.66,,19.36,374.74,3.21,,134.67,236.92,24.73,-2.16,5.37,5.37,-2.07,-2.07,-4.24,-4.24,254.12,10.52,10.52
1990-11-16,317.10,0.03,21.34,,455.4,21.39,,11.53,,9.81,,19.33,373.76,2.01,,81.64,236.31,24.7,-3.36,5.37,5.37,-2.06,-2.06,-5.42,-5.42,252.28,9.86,9.86
1990-11-19,319.30,0.69,20.95,,438.9,21.4,,12.15,,8.8,,19.34,374.06,1.61,,64.84,236.5,24.71,-3.76,5.37,5.37,-2.06,-2.06,-5.82,-5.82,252.08,9.25,9.25
1990-11-20,315.30,-1.25,20.09,,403.61,20.17,,11.58,,8.51,,18.55,344.0,1.54,,59.61,217.83,23.7,-3.61,5.16,5.16,-1.63,-1.63,-5.24,-5.24,232.77,8.6,8.6
1990-11-21,316.00,0.22,21.09,,444.79,19.55,,12.68,,8.41,,18.15,329.3,2.94,,115.49,208.71,23.19,-2.1,5.05,5.05,-1.41,-1.41,-3.51,-3.51,224.75,6.87,6.87
1990-11-23,315.10,-0.28,20.98,,440.16,18.85,,12.67,,8.31,,17.69,313.01,3.29,,127.15,198.59,22.62,-1.64,4.93,4.93,-1.15,-1.15,-2.79,-2.79,214.64,6.18,6.18
1990-11-26,316.50,0.44,22.76,,518.02,18.46,,12.97,,9.79,,17.44,304.17,5.32,,213.85,193.1,22.3,0.46,4.86,4.86,-1.02,-1.02,-0.56,-0.56,211.0,5.49,5.49
1990-11-27,318.10,0.51,22.86,,522.58,18.29,,13.2,,9.66,,17.34,300.52,5.52,,222.06,190.84,22.17,0.69,4.83,4.83,-0.96,-0.96,-0.26,-0.26,208.86,5.09,5.09
1990-11-28,317.90,-0.06,22.96,,527.16,17.68,,13.22,,9.74,,16.94,287.03,6.02,,240.13,182.46,21.67,1.29,4.73,4.73,-0.74,-0.74,0.55,0.55,200.69,4.46,4.46
1990-11-29,316.40,-0.47,23.91,,571.69,17.78,,13.38,,10.53,,17.01,289.18,6.9,,282.51,183.79,21.75,2.16,4.74,4.74,-0.78,-0.78,1.39,1.39,202.96,4.4,4.4
1990-11-30,322.20,1.83,22.16,,491.07,17.33,,12.24,,9.92,,16.72,279.47,5.44,,211.6,177.76,21.38,0.78,4.67,4.67,-0.62,-0.62,0.16,0.16,195.26,5.1,5.1
1990-12-03,324.10,0.59,22.29,,496.84,16.28,,12.35,,9.94,,16.04,257.22,6.25,,239.63,163.95,20.52,1.77,4.48,4.48,-0.24,-0.24,1.53,1.53,181.75,3.93,3.93
1990-12-04,326.40,0.71,22.03,,485.32,16.27,,16.45,,5.58,,16.03,257.02,6.0,,228.3,163.82,20.51,1.52,4.48,4.48,-0.24,-0.24,1.28,1.28,181.37,-0.18,-0.18
1990-12-05,329.90,1.07,20.94,,438.48,16.27,,16.58,,4.36,,16.03,256.98,4.91,,181.5,163.8,20.51,0.43,4.48,4.48,-0.24,-0.24,0.19,0.19,180.26,-0.31,-0.31
1990-12-06,329.10,-0.24,22.62,,511.66,16.31,,16.59,,6.03,,16.06,257.89,6.56,,253.78,164.36,20.55,2.07,4.49,4.49,-0.25,-0.25,1.82,1.82,182.49,-0.28,-0.28
1990-12-07,327.80,-0.4,22.59,,510.31,16.16,,16.74,,5.85,,15.96,254.74,6.63,,255.56,162.41,20.42,2.17,4.46,4.46,-0.2,-0.2,1.97,1.97,180.54,-0.58,-0.58
1990-12-10,328.90,0.34,23.58,,556.02,15.06,,16.8,,6.78,,15.25,232.54,8.33,,323.48,148.62,19.52,4.06,4.27,4.27,0.19,0.19,4.25,4.25,167.93,-1.74,-1.74
1990-12-11,326.40,-0.76,23.75,,564.06,14.95,,17.09,,6.66,,15.18,230.53,8.57,,333.53,147.38,19.44,4.31,4.26,4.26,0.23,0.23,4.54,4.54,166.87,-2.13,-2.13
1990-12-12,330.20,1.16,21.28,,452.84,15.12,,16.81,,4.47,,15.29,233.82,5.99,,219.02,149.41,19.58,1.7,4.29,4.29,0.17,0.17,1.87,1.87,166.41,-1.69,-1.69
1990-12-13,329.30,-0.27,23.05,,531.3,15.18,,16.78,,6.27,,15.33,234.97,7.72,,296.33,150.13,19.62,3.43,4.3,4.3,0.15,0.15,3.57,3.57,168.89,-1.6,-1.6
1990-12-14,326.80,-0.76,23.85,,568.82,15.31,,16.6,,7.25,,15.41,237.49,8.44,,331.33,151.7,19.73,4.12,4.32,4.32,0.1,0.1,4.23,4.23,171.23,-1.3,-1.3
1990-12-17,326.00,-0.24,24.85,,617.52,14.78,,17.07,,7.78,,15.07,227.11,9.78,,390.42,145.25,19.3,5.55,4.23,4.23,0.29,0.29,5.84,5.84,165.87,-2.29,-2.29
1990-12-18,330.10,1.26,23.11,,534.07,14.99,,16.89,,6.22,,15.2,231.13,7.91,,302.94,147.75,19.46,3.65,4.26,4.26,0.22,0.22,3.86,3.86,166.6,-1.91,-1.91
1990-12-19,330.20,0.03,23.08,,532.69,14.62,,16.92,,6.16,,14.97,223.96,8.11,,308.73,143.29,19.16,3.92,4.2,4.2,0.35,0.35,4.27,4.27,162.18,-2.31,-2.31
1990-12-20,330.10,-0.03,23.13,,535.0,13.36,,17.38,,5.75,,14.16,200.39,8.97,,334.61,128.66,18.14,4.99,3.98,3.98,0.8,0.8,5.79,5.79,147.8,-4.02,-4.02
1990-12-21,331.80,0.51,22.66,,513.48,13.36,,17.47,,5.19,,14.15,200.36,8.51,,313.12,128.64,18.14,4.52,3.98,3.98,0.8,0.8,5.32,5.32,147.31,-4.11,-4.11
1990-12-24,329.90,-0.57,24.03,,577.44,12.52,,18.02,,6.01,,13.61,185.3,10.42,,392.14,119.29,17.45,6.58,3.84,3.84,1.1,1.1,7.67,7.67,139.48,-5.5,-5.5
1990-12-26,330.90,0.3,24.18,,584.67,11.47,,18.14,,6.04,,12.94,167.44,11.24,,417.23,108.2,16.6,7.58,3.66,3.66,1.47,1.47,9.04,9.04,128.72,-6.67,-6.67
1990-12-27,328.30,-0.79,24.81,,615.54,11.61,,17.93,,6.88,,13.03,169.73,11.78,,445.8,109.62,16.71,8.1,3.69,3.69,1.42,1.42,9.51,9.51,130.75,-6.32,-6.32
1990-12-28,328.70,0.12,25.05,,627.5,11.4,,19.07,,5.98,,12.89,166.18,12.16,,461.32,107.42,16.54,8.51,3.65,3.65,1.49,1.49,10.0,10.0,128.82,-7.67,-7.67
1990-12-31,330.20,0.46,26.38,23.09,695.9,10.91,,19.4,15.52,6.98,7.57,12.58,158.16,13.8,,537.75,102.43,16.14,10.24,3.57,3.57,1.67,1.67,11.9,11.9,125.25,-8.49,-8.49
1991-01-02,326.40,-1.15,26.62,23.12,708.62,11.53,,18.94,15.53,7.68,7.59,12.98,168.37,13.64,,540.25,108.78,16.65,9.97,3.67,3.67,1.45,1.45,11.42,11.42,131.73,-7.41,-7.41
1991-01-03,321.90,-1.38,27.93,23.15,780.08,12.15,,18.88,15.54,9.05,7.61,13.38,178.94,14.55,,601.15,115.34,17.15,10.78,3.78,3.78,1.23,1.23,12.0,12.0,139.49,-6.73,-6.73
1991-01-04,321.00,-0.28,27.19,23.18,739.3,11.58,,18.94,15.56,8.25,7.63,13.01,169.14,14.18,,570.16,109.25,16.69,10.5,3.68,3.68,1.43,1.43,11.94,11.94,132.76,-7.37,-7.37
1991-01-07,315.40,-1.74,28.95,23.22,838.1,12.68,,17.8,15.56,11.15,7.65,13.72,188.24,15.23,,649.86,121.11,17.59,11.36,3.87,3.87,1.04,1.04,12.4,12.4,146.19,-5.11,-5.11
1991-01-08,314.90,-0.16,30.38,23.25,922.94,12.67,,18.36,15.57,12.02,7.67,13.71,187.92,16.67,,735.03,120.91,17.57,12.81,3.87,3.87,1.04,1.04,13.85,13.85,147.43,-5.7,-5.7
1991-01-09,311.50,-1.08,33.3,23.29,1108.89,12.97,,17.82,15.58,15.48,7.71,13.9,193.34,19.4,,915.55,124.28,17.82,15.48,3.92,3.92,0.93,0.93,16.41,16.41,153.66,-4.85,-4.85
1991-01-10,314.50,0.96,31.33,23.34,981.57,13.2,,17.81,15.59,13.52,7.74,14.05,197.53,17.28,,784.04,126.88,18.01,13.32,3.96,3.96,0.85,0.85,14.17,14.17,154.25,-4.6,-4.6
1991-01-11,315.20,0.22,32.63,23.37,1064.72,13.22,,17.79,15.6,14.84,7.76,14.07,197.89,18.56,,866.82,127.11,18.03,14.6,3.96,3.96,0.84,0.84,15.45,15.45,155.78,-4.56,-4.56
1991-01-14,312.50,-0.86,36.2,23.41,1310.44,13.38,,18.07,15.62,18.13,7.79,14.17,200.83,22.03,,1109.61,128.93,18.16,18.04,3.99,3.99,0.79,0.79,18.83,18.83,161.14,-4.68,-4.68
1991-01-15,313.70,0.38,36.16,23.46,1307.55,12.24,,18.23,15.63,17.93,7.82,13.43,180.4,22.73,,1127.15,116.25,17.22,18.94,3.79,3.79,1.2,1.2,20.13,20.13,148.61,-5.99,-5.99
1991-01-16,316.20,0.8,33.2,23.49,1102.24,12.35,,18.32,15.65,14.88,7.84,13.51,182.4,19.69,,919.84,117.49,17.32,15.88,3.81,3.81,1.15,1.15,17.04,17.04,146.88,-5.97,-5.97
1991-01-17,328.00,3.73,27.45,23.5,753.5,16.45,,15.69,15.66,11.76,7.85,16.15,260.74,11.3,,492.76,166.14,20.66,6.79,4.51,4.51,-0.3,-0.3,6.49,6.49,189.07,0.76,0.76
1991-01-18,332.20,1.28,25.39,23.52,644.65,16.58,,16.19,15.66,9.2,7.85,16.23,263.4,9.16,,381.25,167.78,20.76,4.63,4.54,4.54,-0.35,-0.35,4.28,4.28,188.64,0.39,0.39
1991-01-21,331.10,-0.33,24.33,23.51,591.95,16.59,,16.12,15.68,8.21,7.83,16.24,263.7,8.09,,328.24,167.97,20.78,3.55,4.54,4.54,-0.35,-0.35,3.2,3.2,187.77,0.47,0.47
1991-01-22,328.30,-0.85,24.9,23.51,620.01,16.74,,15.75,15.69,9.15,7.82,16.34,266.87,8.56,,353.14,169.94,20.9,4.0,4.56,4.56,-0.41,-0.41,3.59,3.59,190.27,0.99,0.99
1991-01-23,330.20,0.58,23.92,23.5,572.17,16.8,,15.87,15.7,8.05,7.8,16.37,268.04,7.55,,304.13,170.66,20.95,2.97,4.57,4.57,-0.43,-0.43,2.55,2.55,190.01,0.93,0.93
